"query","restaurant_name","restaurant_id","label","reason","district","cuisines","source"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Ẩm Thực Ớt Đỏ - Buffet Nướng & Lẩu","890534","0","Quán không ở quận 1, khu vực không phù hợp.","Quận 12","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán Điểm Đêm - Lẩu & Hải Sản","747490","0","Quán không ở quận 1, món buffet lẩu không rõ ràng.","Quận 6","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Shabu Ya - Crescent Mall","998358","1","Quán buffet lẩu nhưng không ở quận 1 và không phù hợp chỗ team công ty tối thứ sáu.","Quận 7","Món Nhật","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán Lẩu Dê & Cá Lóc Nướng","688023","1","Có lẩu, nhóm hội phù hợp, nhưng không phải buffet và không ở quận 1.","Quận 3","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","FoodFest - FoodHero - Cơm Văn Phòng & Đồ Ăn Đêm - NowFoodxCoca-Cola","1027993","0","Quán không phục vụ buffet lẩu và không ở quận 1.","Quận Tân Bình","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Hangout Restaurant","752753","3","Buffet ở quận 1, phù hợp nhóm công ty, nhưng không rõ lẩu cụ thể.","Quận 1","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán 2 Người Bạn - Các Món Lẩu","197018","1","Có lẩu, nhóm hội phù hợp, không buffet, không ở quận 1.","Quận 5","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán Nhậu Lẩu Mâm","946516","1","Có lẩu, phục vụ nhóm hội, không phải buffet, không ở quận 1.","Quận Bình Tân","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Bún Bò, Hủ Tiếu & Nui Xào - 462 Trường Sa","984519","0","Không phải quán buffet, không ở quận 1.","Quận Phú Nhuận","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Lẩu Hơi Rạng Đông","694665","4","Quán lẩu buffet, ở quận 1, mở cửa tối thứ sáu, phù hợp đi team công ty.","Quận 1","Món Việt || Món Nhật","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Buffet Lẩu Lok Lok - Chung Cư 830 Sư Vạn Hạnh","1054759","1","Buffet lẩu nhưng không ở quận 1.","Quận 10","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán Phương - Chuyên Các Món Lẩu","696850","0","Quán không ở quận 1, không ghi buffet.","Quận 6","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Quán Quen - Lẩu & Nướng","1033708","1","Có lẩu, ở quận 1, không phải buffet, mở cửa đêm.","Quận 1","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","TÁ LẢ QUÁN - Ăn Uống - 339 Phạm Văn Đồng","1000032220","0","Không buffet, không ở quận 1.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán buffet lẩu ở quận 1 thích hợp đi team công ty vào tối thứ sáu","Nguyên Lagi- Các Món Lẩu & Bún Cá","908355","1","Có lẩu, nhóm hội phù hợp, không buffet, không ở quận 1.","Quận 3","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","The Greenhouse - Pizza, Pasta & Salad","974252","1","Không đúng quận 2, tuy không gian tốt và review xuất sắc.","Quận 7","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Chill Corner","855801","4","Đúng quận 2, không gian tốt, đánh giá rất tốt.","Quận 2","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Feel - Kitchen & Bar","790088","1","Không đúng quận 2, không gian khá nhưng không phù hợp vị trí.","Quận 3","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","La Chola De Lima","708045","0","Không đúng quận 2, thiếu review và không gian.","Quận 1","Món Âu","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Mr. Ho Bistro - Quán Ăn & Cafe","650332","0","Không đúng quận 2, thiếu đánh giá không gian và chất lượng.","Quận 1","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Quán Gió - Nhậu Bình Dân","205673","2","Đúng quận 2, nhưng không gian và đánh giá kém.","Quận 2","Món Miền Nam","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Le Café Des Stagiaires","1056918","0","Đúng quận 2 nhưng thiếu đánh giá và không gian.","Quận 2","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Gà Q2 - Quán Ăn Gia Đình","681664","2","Đúng quận 2, nhưng không gian và đánh giá chưa có.","Quận 2","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","TA Kitchen And Bar","1038749","2","Đúng quận 2, không gian khá tốt nhưng chất lượng thấp.","Quận 2","Mỹ || Mexico || Món Thái || Pháp || Ý || Tây Ban Nha","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Lugardecita Sài Gòn","1042774","0","Không đúng quận 2, không gian và đánh giá kém.","Quận 1","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","RuNam Boutique - Estella Place","882305","1","Không đúng quận 2, chất lượng phục vụ và không gian tốt.","Tp. Thủ Đức","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Quán 202 - Nhậu Bình Dân","884202","0","Không đúng quận 2, không gian và đánh giá xấu.","Quận Tân Phú","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Long Trường Garden & Cafe","181873","3","Đúng quận 2, không gian rất tốt, đánh giá tốt.","Quận 2","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","Quán 333 - Nhậu Bình Dân - Trần Xuân Soạn","778388","0","Không đúng quận 2, không gian và đánh giá thiếu.","Quận 7","Món Việt","pinecone"
"Mình muốn tìm quán ăn ở quận 2 có không gian thoải mái và được đánh giá tốt","86 Proof","769547","2","Đúng quận 2, không gian khá nhưng đánh giá trung bình.","Quận 2","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Lai - Cantonese Cuisine","801790","1","Quán món Hoa nhưng không ở quận 5, chỉ không gian dễ chịu.","Quận 1","Món Trung Hoa","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Kowloon Bingsutt - Nhà Hàng Món Hoa","822659","2","Quán ở quận 5, món Á chung, không rõ là món Hoa, không có đặt bàn, không gian tốt.","Quận 5","Món Á","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Royal Garden - Cantonese Cuisine - Ẩm Thực Trung Hoa","151","4","Quán món Hoa (Món Trung Hoa), ở quận 5, không gian tốt, phù hợp gia đình.","Quận 5","Món Trung Hoa","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Nhà Hàng Hoa Việt - Crescent Mall","654675","1","Có món Hoa nhưng không ở quận 5, chưa có đánh giá không gian.","Quận 7","Món Việt || Món Trung Hoa","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Nhà Hàng Hoa Túc - Ẩm Thực Việt Nam","991","0","Món Việt, không phải món Hoa và không ở quận 5.","Quận 1","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Ẩm Thực Hoa Khang","1054755","0","Món Việt, không phải món Hoa dù ở quận 5.","Quận 5","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Bao Bei - Chinese Restaurant - Viettel Tower","858249","1","Món Hoa tốt nhưng không ở quận 5.","Quận 10","Món Trung Hoa","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Quán Hoa Sứ - Cống Quỳnh","110415","0","Món Việt, không ở quận 5, không phải món Hoa.","Quận 1","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Nhà Hàng Oh! Huo Guo - Món Hàn & Hoa","214405","1","Có món Hoa nhưng không ở quận 5, không gian bình thường.","Quận 7","Món Trung Hoa || Món Hàn","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Hương Vị Quê Hương - Chinese Food","959357","0","Món Việt, không phải món Hoa dù ở quận 5.","Quận 5","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Hoa Viên Tri Kỷ - Nhà Hàng Sân Vườn","28689","0","Không phải món Hoa, không ở quận 5.","Quận Phú Nhuận","Món Á || Món Âu","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Amun Restaurant & Lounge","749572","0","Món Ả Rập, không phải món Hoa, không ở quận 5.","Quận 1","Ả Rập","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Sông - River Side - Món Hoa","17692","4","Quán món Hoa, ở quận 5, không gian tốt, phù hợp gia đình.","Quận 5","Món Trung Hoa","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Quán Đẳng - Quán Ăn Gia Đình","801213","0","Món Việt, không phải món Hoa, không ở quận 5.","Quận 2","Món Việt","pinecone"
"Cho mình nhà hàng món Hoa ở quận 5 có không gian dễ chịu và hợp gia đình","Phối Phối - Món Ăn Hong Kong","209282","0","Món Hoa nhưng không ở quận 5.","Quận 11","Món Trung Hoa","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né Những Chàng Trai","30809","3","Quán nằm ở Gò Vấp, bán bò né với giá phù hợp sinh viên (20k-55k), chất lượng tốt.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Nguyễn Văn Công","788456","4","Vị trí Gò Vấp, giá cực rẻ phù hợp sinh viên, chuyên bò né, uy tín tốt.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Nguyễn Thái Sơn","774989","2","Nằm ở Gò Vấp, bán bò né nhưng chỉ mở buổi sáng, không rõ chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né Alibaba","228894","2","Nằm ở Gò Vấp, giá rẻ, có bò né nhưng chất lượng và review xấu.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né Số 8","310739","4","Quán tại Gò Vấp, giá rất phù hợp sinh viên, chất lượng và review tốt.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né Kelly","914931","1","Ở Gò Vấp, có bò né nhưng giá cao hơn, không rõ chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Mỹ 3 Ngon","1024793","2","Nằm Gò Vấp, giá cao hơn mức sinh viên, chất lượng rất tốt.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 3 Ngon - Bò quanh lửa hồng - 304 Quang Trung","126323","1","Quán ở Gò Vấp, bò né nhưng đánh giá xấu, không phù hợp.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 3 Ngon - Bò quanh lửa hồng - Phan Huy Ích","731654","2","Nằm trong Gò Vấp, giá phù hợp, nhưng chất lượng chỉ trung bình.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né & Bò Ốp La","738109","0","Không ở Gò Vấp, không phù hợp vị trí yêu cầu.","Quận 6","Món Miền Nam","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 127","753089","2","Ở Gò Vấp, giá phù hợp, nhưng thiếu đánh giá chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Kho & Cà Ri Gà - Nguyễn Thái Sơn","803592","1","Nằm ở Gò Vấp, không bán bò né mà là bò kho cà ri gà.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né - Thống Nhất","669660","2","Trong Gò Vấp, bán bò né giá hợp lý nhưng thiếu review.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Bò Né 3 Ngon - Nguyễn Văn Công","1031269","2","Quán Gò Vấp, bán bò né nhưng không rõ chất lượng, giá hơi cao.","Quận Gò Vấp","Món Việt","pinecone"
"Ở Gò Vấp có quán nào bán bò né ngon và giá sinh viên không","Khô Bò Ngon Ngon - Shop Online","1049929","0","Không ở Gò Vấp, không bán bò né, chỉ bán khô bò online.","Quận 5","Món Việt","pinecone"
"Mình cần quán ăn tối ở quận 3 yên tĩnh để nói chuyện lâu vào tối thứ tư","Food Night Delivery - Giao Ăn Đêm - Shop Online","765779","0","Quán không ở Quận 3, không phù hợp vị trí yêu cầu.","Quận Tân Bình","Món Á || Quốc tế","pinecone"
"Mình cần quán ăn tối ở quận 3 yên tĩnh để nói chuyện lâu vào tối thứ tư","Ăn Đêm SG - Giao Đồ Ăn Khuya - Món Ngon Các Nước","86924","1","Quán không ở Quận 3, giờ mở cửa tối phù hợp nhưng vị trí sai.","Quận 1","Món Hàn","pinecone"
